base_pos_m,x0_m,input_force_N
0.000408673894912427,0.00037171327758213937,0.04686768204482881
0.00042035029190992494,0.00038228101141559497,0.048263740604885266
0.0004320266889074228,0.0003928444902972158,0.04966458385237569
0.00044370308590492075,0.0004034036079653688,0.05107033878078959
0.0004553794829024187,0.00041395825860517663,0.05248113185950535
0.00046705587989991657,0.0004245083364510096,0.053897088967340946
0.0004787322768974145,0.0004350537359525831,0.05531833540100468
0.0004904086738949124,0.0004455943518252196,0.056744995868468345
0.0005020850708924103,0.0004561300791763424,0.05817719449299407
0.0005137614678899082,0.00046666081349466354,0.05961505479893406
0.0005254378648874062,0.00047718645035046877,0.0610586996579018
0.0005371142618849041,0.0004877068856074769,0.06250825130457469
0.0005487906588824019,0.0004982220154481888,0.06396383132750856
0.0005604670558798999,0.0005087317366010109,0.06542556068829228
0.0005721434528773978,0.0005192359459664778,0.06689355965755743
0.0005838198498748957,0.0005297345406818642,0.06836794781131801
0.0005954962468723937,0.0005402274182201622,0.06984884403253266
0.0006071726438698915,0.0005507144765153714,0.07133636651693342
0.0006188490408673894,0.0005611956139757672,0.07283063276351162
0.0006305254378648874,0.0005716707291368681,0.0743317595134434
0.0006422018348623853,0.0005821397208911979,0.07583986277089648
0.0006538782318598832,0.0005926024885372586,0.07735505779872666
0.0006655546288573812,0.00060305893199951,0.07887745913949787
0.000677231025854879,0.0006135089513687184,0.08040718053793024
0.0006889074228523769,0.0006239524470651463,0.08194433495322406
0.0007005838198498749,0.0006343893199101595,0.083489034558687
0.0007122602168473728,0.0006448194713728929,0.0850413907679717
0.0007239366138448707,0.0006552428032265218,0.0866015141740888
0.0007356130108423686,0.0006656592175193026,0.08816951453434646
0.0007472894078398665,0.0006760686167194533,0.08974550078165273
0.0007589658048373644,0.0006864709039174263,0.09132958104546957
0.0007706422018348624,0.0006968659826580112,0.09292186261713514
0.0007823185988323603,0.000707253756709693,0.09452245190474902
0.0007939949958298582,0.0007176341302824341,0.09613145445664167
0.0008056713928273561,0.0007280070082040947,0.09774897497970834
0.000817347789824854,0.0007383722958433,0.09937511731899773
0.0008290241868223519,0.0007487298987748719,0.10100998439627872
0.0008407005838198499,0.0007590797230323185,0.10265367824033003
0.0008523769808173478,0.00076942167529743,0.10430630000875289
0.0008640533778148456,0.0007797556628076766,0.10596794996555878
0.0008757297748123436,0.0007900815930170985,0.10763872741836843
0.0008874061718098415,0.0008003993738562357,0.10931873075153646
0.0008990825688073394,0.0008107089139742376,0.11100805745807542
0.0009107589658048374,0.0008210101225079963,0.11270680409501974
0.0009224353628023353,0.0008313029088562654,0.1144150662383408
0.0009341117597998331,0.000841587182921148,0.11613293851488263
0.0009457881567973311,0.0008518628554140068,0.1178605146468552
0.000957464553794829,0.0008621298373905547,0.11959788736765094
0.0009691409507923269,0.0008723880402553069,0.12134514841497211
0.0009808173477898249,0.000882637375977305,0.1231023885604631
0.0009924937447873226,0.0008928777573613291,0.12486969765055383
0.0010041701417848206,0.0009031090974215255,0.1266471644928965
0.0010158465387823186,0.0009133313096189167,0.12843487689023064
0.0010275229357798164,0.0009235443081190259,0.13023292167958345
0.0010391993327773144,0.0009337480077636602,0.1320413847226221
0.0010508757297748124,0.0009439423235940605,0.1338603508156794
