t_s,x0_m,x1_m,x2_m,v0_m_per_s,v1_m_per_s,v2_m_per_s
0.00036399999999999996,4.302084959479344e-08,5.469606109220173e-10,5.693805438100026e-13,0.00046909051390966094,8.795691259042579e-06,1.0708305689742774e-08
0.000366,4.396667393644275e-08,5.647884686293034e-10,5.911444854829397e-13,0.00047674900890398795,9.033108753797117e-06,1.1057378967624345e-08
0.000368,4.4927896354105006e-08,5.830962115948421e-10,6.136159313532458e-13,0.0004844886617753374,9.275591332703346e-06,1.1415847047271981e-08
0.00037,4.590467954647199e-08,6.018940492483554e-10,6.368138701790878e-13,0.0004923098552952105,9.523218404846707e-06,1.1783909664831482e-08
0.000372,4.6897186976890846e-08,6.211923506262278e-10,6.60757693301885e-13,0.0005002129713468765,9.776070168364599e-06,1.216176967315531e-08
0.000374,4.7905582871584586e-08,6.410016459525933e-10,6.854672009104044e-13,0.000508198390922361,1.0034227613426355e-05,1.25496330725065e-08
0.000376,4.893003221786658e-08,6.613326282263652e-10,7.109626083663768e-13,0.0005162664941194522,1.0297772525195606e-05,1.2947709041374313e-08
0.00037799999999999997,4.997070076234912e-08,6.821961548141725e-10,7.372645525918556e-13,0.000524417660138724,1.0566787486774993e-05,1.3356209967400893e-08
0.00037999999999999997,5.102775500914602e-08,7.036032490491685e-10,7.643940985185385e-13,0.0005326522672805779,1.0841355882133165e-05,1.377535147841816e-08
0.00038199999999999996,5.210136221806935e-08,7.255651018356751e-10,7.923727455992729e-13,0.0005409706929423012,1.1121561899014011e-05,1.4205352473594226e-08
0.000384,5.319169040282025e-08,7.480930732596281e-10,8.212224343819634e-13,0.0005493733136151436,1.1407490531828038e-05,1.4646435154688612e-08
0.000386,5.429890832917396e-08,7.711986942047874e-10,8.509655531460977e-13,0.0005578605048814124,1.1699227584525894e-05,1.509882505741547e-08
0.000388,5.5423185513159064e-08,7.948936679746761e-10,8.816249446021059e-13,0.0005664326414115834,1.1996859673453919e-05,1.5562751082914105e-08
0.00039,5.656469221923089e-08,8.191898719202132e-10,9.132239126537686e-13,0.0005750900969614313,1.2300474230191689e-05,1.6038445529326066e-08
0.000392,5.772359945843934e-08,8.440993590730023e-10,9.457862292238843e-13,0.0005838332443691783,1.2610159504371536e-05,1.6526144123477993e-08
0.000394,5.890007898659088e-08,8.69634359784242e-10,9.793361411434072e-13,0.0005926624555526596,1.2926004566479894e-05,1.7026086052669522e-08
0.000396,6.009430330240497e-08,8.958072833692217e-10,1.0138983771042671e-12,0.0006015781015065072,1.3248099310640518e-05,1.7538513996565503e-08
0.00039799999999999997,6.130644564566486e-08,9.22630719757363e-10,1.049498154676075e-12,0.0006105805522993525,1.3576534457379461e-05,1.8063674159191687e-08
0.00039999999999999996,6.253667999536282e-08,9.50117441147776e-10,1.0861611873869256e-12,0.0006196701770710473,1.3911401556371765e-05,1.860181630103327e-08
0.00040199999999999996,6.378518106783975e-08,9.782804036702878e-10,1.1239136918684956e-12,0.0006288473440299008,1.4252792989169797e-05,1.9153193771235375e-08
0.000404,6.505212431491944e-08,1.007132749051912e-09,1.1627823950656485e-12,0.0006381124204499376,1.4600801971913214e-05,1.9718063539904828e-08
0.000406,6.633768592203723e-08,1.036687806288716e-09,1.2027945415107403e-12,0.0006474657726681728,1.4955522558020479e-05,2.029668623051239e-08
0.000408,6.764204280636324e-08,1.0669590933230582e-09,1.2439779006628309e-12,0.0006569077660819047,1.5317049640861865e-05,2.0889326152394734e-08
0.00041,6.896537261492033e-08,1.0979603187261464e-09,1.2863607743119988e-12,0.0006664387651460291,1.5685478956413894e-05,2.149625133335535e-08
0.000412,7.030785372269655e-08,1.129705383385892e-09,1.3299720040489552e-12,0.0006760591333703671,1.6060907085895212e-05,2.211773355236362e-08
0.000414,7.166966523075238e-08,1.1622083822000133e-09,1.3748409788001533e-12,0.0006857692333170157,1.6443431458383735e-05,2.2754048372351344e-08
0.000416,7.305098696432262e-08,1.195483605774357e-09,1.4209976424285898e-12,0.0006955694265977156,1.683315035341515e-05,2.3405475173105797e-08
0.00041799999999999997,7.445199947091303e-08,1.2295455421263972e-09,1.4684725014004856e-12,0.0007054600738712368,1.7230162903562594e-05,2.4072297184258714e-08
0.00041999999999999996,7.587288401839191e-08,1.2644088783938733e-09,1.5172966325180417e-12,0.000715441534840785,1.7634569096997576e-05,2.475480151837034e-08
0.00042199999999999996,7.731382259307626e-08,1.300088502548534e-09,1.5675016907184565e-12,0.0007255141682514241,1.8046469780031953e-05,2.5453279204107725e-08
0.000424,7.877499789781297e-08,1.3365995051149439e-09,1.6191199169393933e-12,0.0007356783318875196,1.8465966659641076e-05,2.6168025219516537e-08
0.000426,8.025659335005498e-08,1.3739571808943174e-09,1.6721841460510866e-12,0.0007459343825701999,1.8893162305967887e-05,2.6899338525385612e-08
0.000428,8.175879307993209e-08,1.412177030693344e-09,1.7267278148552657e-12,0.000756282676154837,1.9328160154808074e-05,2.7647522098703403e-08
0.00043,8.328178192831714e-08,1.4512747630579629e-09,1.7827849701510859e-12,0.0007667235675285464,1.9771064510076088e-05,2.841288296620557e-08
0.000432,8.48257454448869e-08,1.4912662960120498e-09,1.8403902768682425e-12,0.0007772574106077043,2.022198054625208e-05,2.9195732238012936e-08
0.000434,8.639086988617812e-08,1.532167758800982e-09,1.899579026267454e-12,0.0007878845583354858,2.068101431080966e-05,2.999638514135897e-08
0.00043599999999999997,8.797734221363876e-08,1.5739954936400363e-09,1.960387144208486e-12,0.0007986053626794222,2.114827272662445e-05,3.0815161054406074e-08
0.00043799999999999997,8.958535009167421e-08,1.6167660574675845e-09,2.0228511994858954e-12,0.0008094201746289759,2.162386359436338e-05,3.165238354014972e-08
0.00043999999999999996,9.121508188568874e-08,1.6604962237030524e-09,2.087008412232674e-12,0.0008203293441931362,2.2107895594854636e-05,3.250838038040987e-08
0.00044199999999999996,9.286672666012223e-08,1.7052029840095943e-09,2.1528966623919584e-12,0.0008313332203980329,2.2600478291438312e-05,3.338348360990869e-08
0.000444,9.454047417648199e-08,1.7509035500614524e-09,2.22055449825698e-12,0.0008424321512845701,2.3101722132297605e-05,3.427802955043376e-08
0.000446,9.623651489137e-08,1.7976153553159593e-09,2.29002114507943e-12,0.0008536264839060795,2.3611738452770583e-05,3.519235884508618e-08
0.000448,9.795503995450551e-08,1.8453560567901425e-09,2.361336513746404e-12,0.0008649165643259929,2.4130639477642447e-05,3.612681649261247e-08
0.00045,9.969624120674275e-08,1.8941435368418954e-09,2.4345412095260883e-12,0.0008763027376155333,2.4658538323418255e-05,3.7081751881819695e-08
0.000452,1.0146031117808442e-07,1.943995904955674e-09,2.5096765408823665e-12,0.0008877853478514269,2.5195549000576078e-05,3.805751882607282e-08
0.000454,1.0324744308569026e-07,1.99493149953268e-09,2.5867845283584973e-12,0.0008993647381136334,2.5741786415800474e-05,3.905447559787366e-08
0.00045599999999999997,1.050578308318814e-07,2.046968889685491e-09,2.6659079135300332e-12,0.0009110412504830978,2.6297366374196354e-05,4.007298496352048e-08
0.00045799999999999997,1.0689166900213998e-07,2.1001268770371e-09,2.7470901680271383e-12,0.0009228152260395182,2.6862405581483052e-05,4.111341421784744e-08
0.00045999999999999996,1.0874915286310452e-07,2.1544244975243207e-09,2.8303755026264638e-12,0.0009346870048591378,2.7437021646168695e-05,4.2176135219043216e-08
0.00046199999999999995,1.1063047836056076e-07,2.209881023205525e-09,2.915808876412739e-12,0.0009466569260125534,2.8021333081704733e-05,4.326152442354766e-08
0.000464,1.1253584211742823e-07,2.266515964072667e-09,3.0034360060102326e-12,0.0009587253275625444,2.861545930862063e-05,4.436996292102609e-08
0.000466,1.144654414317425e-07,2.324349069867558e-09,3.0933033748842433e-12,0.0009708925465619226,2.921952065663863e-05,4.550183646942001e-08
0.000468,1.16419474274633e-07,2.3834003319023507e-09,3.1854582427127596e-12,0.0009831589190514008,2.983363836676865e-05,4.6657535530073656e-08
0.00047,1.1839813928829678e-07,2.4436899848841928e-09,3.279948654828457e-12,0.0009955247800574817,3.045793459338315e-05,4.7837455302935586e-08
0.000472,1.2040163578396803e-07,2.5052385087440103e-09,3.3768234517311655e-12,0.001007990463590366,3.1092532406272e-05,4.904199576183418e-08
0.000474,1.224301637398833e-07,2.5680666304693827e-09,3.4761322786709683e-12,0.0010205563026418824,3.173755579267731e-05,5.0271561689826594e-08
0.00047599999999999997,1.2448392379924277e-07,2.632195325941464e-09,3.5779255953020626e-12,0.001033222629183436,3.2393129659308084e-05,5.152656271462005e-08
0.00047799999999999996,1.265631172681674e-07,2.697645821775916e-09,3.682254685407542e-12,0.001045989774163975,3.3059379834334846e-05,5.280741334406484e-08
0.00047999999999999996,1.286679461136519e-07,2.7644395971678087e-09,3.789171666695234e-12,0.0010588580675079831,3.3736433069364024e-05,5.411453300171809e-08
0.00048199999999999995,1.3079861296151387e-07,2.832598385740451e-09,3.898729500664731e-12,0.0010718278381134862,3.442441704139212e-05,5.5448346062477414e-08
0.000484,1.3295532109433894e-07,2.9021441773981084e-09,4.0109820025457645e-12,0.0010848994138500819,3.51234603547396e-05,5.6809281888283766e-08
0.000486,1.3513827444942188e-07,2.973099220182566e-09,4.12598385130805e-12,0.0010980731215569906,3.583369254296462e-05,5.819777486389247e-08
0.000488,1.3734767761670395e-07,3.045486022133506e-09,4.2437905997427375e-12,0.0011113492870411217,3.655524407075622e-05,5.961426443271182e-08
0.00049,1.3958373583670638e-07,3.119327353152641e-09,4.364458684615615e-12,0.0011247282350751687,3.728824633580729e-05,6.105919513270808e-08
0.0004919999999999999,1.4184665499846002e-07,3.1946462468715826e-09,4.488045436892183e-12,0.0011382102893957144,3.803283167066714e-05,6.253301663237642e-08
0.000494,1.4413664163743132e-07,3.2714660025233852e-09,4.61460909203473e-12,0.0011517957727013646,3.8789133344573506e-05,6.403618376677662e-08
0.000496,1.4645390293344437e-07,3.3498101868177426e-09,4.744208800371557e-12,0.0011654850066508983,3.955728556526418e-05,6.55691565736329e-08
0.000498,1.4879864670859957e-07,3.4297026358197808e-09,4.876904637538454e-12,0.00117927831186144,4.033742348076817e-05,6.713240032949692e-08
0.0005,1.5117108142518836e-07,3.5111674568324163e-09,5.012757614992568e-12,0.0011931760079066506,4.112968318117611e-05,6.872638558597311e-08
0.000502,1.5357141618360468e-07,3.5942290302822315e-09,5.151829690598787e-12,0.0012071784133149402,4.193420170039032e-05,7.03515882060057e-08
0.000504,1.5599986072025254e-07,3.678912011608832e-09,5.2941837792887515e-12,0.001221285845567702,4.27511170178541e-05,7.200848940022601e-08
0.0005059999999999999,1.5845662540545034e-07,3.7652413331576425e-09,5.4398837637926294e-12,0.0012354986210975658,4.3580568060260445e-05,7.369757576336006e-08
0.000508,1.6094192124133156e-07,3.853242206076095e-09,5.588994505443758e-12,0.0012498170552866714,4.4422694703239964e-05,7.541933931069463e-08
0.0005099999999999999,1.6345595985974206e-07,3.942940122213179e-09,5.7415818550562785e-12,0.0012642414624649647,4.5277637773028285e-05,7.71742775146017e-08
0.000512,1.6599895352013402e-07,4.0343608560223e-09,5.8977126638758795e-12,0.0012787721559085114,4.6145539048112455e-05,7.896289334112013e-08
0.000514,1.6857111510745656e-07,4.127530466467408e-09,6.057454794603757e-12,0.0012934094478378364,4.702654126085677e-05,8.078569528659357e-08
0.000516,1.7117265813004295e-07,4.2224752989323686e-09,6.220877132493907e-12,0.0013081536494162784,4.7920788099107684e-05,8.264319741436397e-08
0.000518,1.7380379671749465e-07,4.319221987133511e-09,6.388049596523862e-12,0.0013230050707483687,4.882842420777781e-05,8.453591939151981e-08
0.00052,1.7646474561856205e-07,4.4177974550353265e-09,6.5590431506389725e-12,0.0013379640208782304,4.9749595190409234e-05,8.646438652569785e-08
0.000522,1.7915572019902205e-07,4.518228918769276e-09,6.733929815070353e-12,0.0013530308077879972,5.068444761071576e-05,8.842912980193818e-08
0.0005239999999999999,1.8187693643955265e-07,4.620543888555659e-09,6.91278267772658e-12,0.0013682057383962536,5.163312899410421e-05,9.043068591959113e-08
0.000526,1.8462861093360415e-07,4.7247701706285e-09,7.0956759056592684e-12,0.0013834891185564968,5.2595787829174863e-05,9.246959732927542e-08
0.0005279999999999999,1.8741096088526756e-07,4.8309358691634246e-09,7.282684756602603e-12,0.0013988812530556195,5.3572573569200817e-05,9.454641226988646e-08
0.00053,1.9022420410713984e-07,4.939069388208461e-09,7.473885590586937e-12,0.001414382445612412,5.4563636633586336e-05,9.666168480565461e-08
0.000532,1.930685590181862e-07,5.049199433617749e-09,7.669355881626568e-12,0.0014299929988760883,5.556912840930417e-05,9.881597486325131e-08
0.000534,1.9594424464159957e-07,5.1613550149880955e-09,7.869174229481763e-12,0.001445713214424829,5.6589201252311734e-05,1.0100984826894365e-07
0.000536,1.98851480602657e-07,5.275565447598339e-09,8.073420371495134e-12,0.0014615433927643493,5.7624008488946256e-05,1.0324387678579533e-07
0.000538,2.0179048712657338e-07,5.391860354351496e-09,8.282175194502482e-12,0.0014774838333264859,5.8673704417298714e-05,1.055186381509138e-07
0.00054,2.0476148503635227e-07,5.510269667719614e-09,8.495520746818155e-12,0.001493534834467805,5.97384443085666e-05,1.0783471611274236e-07
0.000542,2.0776469575063391e-07,5.630823631691332e-09,8.713540250295064e-12,0.0015096966934682347,6.0818384408385595e-05,1.1019270046839672e-07
0.000544,2.1080034128154076e-07,5.753552803722059e-09,8.936318112459385e-12,0.0015259697065297113,6.191368193813992e-05,1.1259318710104465e-07
0.0005459999999999999,2.1386864423252e-07,5.878488056686776e-09,9.163939938720086e-12,0.001542354168774855,6.302449509625146e-05,1.1503677801732831e-07
0.000548,2.1696982779618368e-07,6.005660580835373e-09,9.396492544653327e-12,0.0015588503742456625,6.415098305944769e-05,1.1752408138482806e-07
0.0005499999999999999,2.2010411575214622e-07,6.135101885750517e-09,9.634063968361836e-12,0.0015754586159022195,6.529330598400819e-05,1.2005571156956717e-07
0.000552,2.2327173246485925e-07,6.266843802307986e-09,9.876743482909337e-12,0.0015921791856214392,6.645162500699003e-05,1.2263228917355602e-07
0.000554,2.26472902881444e-07,6.400918484639427e-09,1.0124621608830085e-11,0.0016090123741958182,6.762610224743154e-05,1.252544410723759e-07
0.000556,2.2970785252952138e-07,6.537358412097508e-09,1.037779012671364e-11,0.001625958471332214,6.881690080753508e-05,1.2792280045280003e-07
0.000558,2.3297680751503928e-07,6.676196391223415e-09,1.0636342089864894e-11,0.0016430177656506463,7.0024184773828e-05,1.3063800685045253e-07
0.00056,2.362799945200979e-07,6.817465557716636e-09,1.0900371837039458e-11,0.001660190544683117,7.12481192183026e-05,1.3340070618750338e-07
0.000562,2.396176408007725e-07,6.961199378407022e-09,1.1169975005254486e-11,0.0016774770948724527,7.248887019953424e-05,1.3621155081039878e-07
0.0005639999999999999,2.429899741849338e-07,7.107431653229051e-09,1.1445248542674977e-11,0.001694877701571171,7.374660476377853e-05,1.3907119952762624e-07
0.000566,2.4639722307006653e-07,7.256196517198268e-09,1.1726290721575658e-11,0.0017123926490403615,7.502149094604651e-05,1.4198031764751321e-07
0.0005679999999999999,2.49839616421085e-07,7.407528442389857e-09,1.2013201151378484e-11,0.001730022220448595,7.631369777115864e-05,1.4493957701605845e-07
0.00057,2.533173837681475e-07,7.561462239919287e-09,1.2306080791765842e-11,0.001747766697870853,7.762339525477723e-05,1.479496560547954e-07
0.000572,2.568307552044677e-07,7.718033061925021e-09,1.2605031965869506e-11,0.0017656263622874743,7.895075440441731e-05,1.5101123979868668e-07
0.000574,2.6037996138412465e-07,7.877276403553211e-09,1.2910158373535413e-11,0.0017836014935831293,8.029594722043592e-05,1.5412501993404822e-07
0.000576,2.6396523351987004e-07,8.03922810494435e-09,1.3221565104664322e-11,0.0018016923705458108,8.165914669699996e-05,1.572916948365032e-07
0.000578,2.6758680338093414e-07,8.203924353221847e-09,1.3539358652628404e-11,0.001819899270865849,8.304052682303227e-05,1.60511969608964e-07
0.00058,2.712449032908295e-07,8.371401684482469e-09,1.3863646927763821e-11,0.0018382224711349486,8.444026258313611e-05,1.6378655611964154e-07
0.0005819999999999999,2.7493976612515256e-07,8.541696985788601e-09,1.4194539270939363e-11,0.0018566622468452433,8.585852995849825e-05,1.6711617304008156e-07
0.000584,2.786716253093839e-07,8.714847497162306e-09,1.4532146467201161e-11,0.0018752188723883776,8.72955059277702e-05,1.7050154588322613e-07
0.0005859999999999999,2.8244071481668596e-07,8.890890813581114e-09,1.487658075949358e-11,0.0018938926210546063,8.875136846792779e-05,1.739434070415002e-07
0.000588,2.862472691656997e-07,9.069864886975516e-09,1.522795586245627e-11,0.0019126837650319175,9.022629655510922e-05,1.774424958249217e-07
0.0005899999999999999,2.900915234183391e-07,9.251808028228103e-09,1.5586386976297495e-11,0.001931592575405177,9.172047016543121e-05,1.809995584992353e-07
0.000592,2.9397371317758395e-07,9.436758909174331e-09,1.5951990800743735e-11,0.0019506193221552925,9.323407027578374e-05,1.8461534832406743e-07
0.000594,2.978940745852714e-07,9.62475656460483e-09,1.6324885549065625e-11,0.001969764274158401,9.476727886460266e-05,1.8829062559110312e-07
0.000596,3.018528443198854e-07,9.815840394269272e-09,1.670519096218025e-11,0.00198902769918508,9.632027891262099e-05,1.920261576622829e-07
0.000598,3.058502595943447e-07,1.0010050164881678e-08,1.7093028322829893e-11,0.002008409863899579,9.78932544035982e-05,1.9582271900801918e-07
0.0006,3.098865581537899e-07,1.0207426012127193e-08,1.7488520469837193e-11,0.002027911033859066,9.94863903250278e-05,1.996810912454308e-07
0.000602,3.1396197827336804e-07,1.0408008442670247e-08,1.789179181243681e-11,0.002047531473512908,0.00010109987266882315,2.0360206317659585e-07
0.0006039999999999999,3.1807675875601666e-07,1.0611838336164051e-08,1.830296834468361e-11,0.002067271446201966,0.00010273388843198164,2.075864308268206e-07
0.000606,3.2223113893024583e-07,1.0818956947261424e-08,1.8722177659937415e-11,0.0020871312141579087,0.0001043886256172267,2.1163499748292468e-07
0.0006079999999999999,3.2642535864791937e-07,1.1029405907626863e-08,1.9149548965424307e-11,0.002107111038502558,0.00010606427323362841,2.1574857373154085e-07
0.00061,3.306596582820343e-07,1.1243227227949837e-08,1.958521309687458e-11,0.002127211179247247,0.00010776102129720204,2.1992797749742902e-07
0.000612,3.349342787244993e-07,1.1460463299959268e-08,2.002930253323731e-11,0.002147431895292205,0.00010947906083148477,2.241740340818033e-07
0.000614,3.3924946138391194e-07,1.1681156898439118e-08,2.0481951411471614e-11,0.0021677734444259596,0.00011121858386809075,2.284875762006711e-07
