t_s,x0_m,x1_m,v0_m_per_s,v1_m_per_s
0.035921999999999996,0.019708361435200474,0.003622694538803437,-3.167513706390212,-1.0496215901555443
0.035924,0.019702000456186548,0.003620623123841428,-3.1934560995687065,-1.0218012048200629
0.035926,0.01969558764185617,0.0036186073074521924,-3.2193488065356575,-0.9940232704473704
0.035928,0.01968912309273428,0.0036166470033855177,-3.2451906754398196,-0.9662891344842444
0.03593,0.019682606911645948,0.003614742122700804,-3.270980558028333,-0.9386001398567471
0.035932,0.019676039203709066,0.0036128925737761823,-3.296717309733934,-0.910957624892848
0.035934,0.019669420076326913,0.0036110982623177895,-3.3223997897619975,-0.8833629232451631
0.035935999999999996,0.019662749639180507,0.0036093590913691942,-3.348026861177138,-0.8558173638140696
0.035938,0.01965602800422081,0.003607674961320979,-3.373597390989411,-0.8283222706711649
0.03594,0.019649255285660753,0.0036060457699204737,-3.3991102502401787,-0.8008789629829932
0.035942,0.019642431599967085,0.0036044714122816434,-3.424564314087577,-0.7734887549351125
0.035944,0.019635557065852044,0.003602951780895123,-3.4499584618915615,-0.746152955656509
0.035946,0.01962863180426488,0.003601486765638407,-3.475291577298575,-0.7188728691443255
0.035948,0.019621655938383196,0.0036000762537861893,-3.500562548325797,-0.6916497941889342
0.035949999999999996,0.01961462959360413,0.0035987201300208497,-3.5257702674449742,-0.6644850242993614
0.035952,0.019607552897535345,0.0035974182764430926,-3.550913631665847,-0.6373798476290304
0.035954,0.01960042597998588,0.00359617057258273,-3.575991542619109,-0.6103355469019096
0.035955999999999995,0.019593248972956823,0.003594976895409616,-3.601002906638943,-0.5833533993389975
0.035958,0.019586022010631834,0.0035938371193447245,-3.6259466348450595,-0.5564346765852212
0.03596,0.019578745229367464,0.003592751116271376,-3.650821643224369,-0.5295806446366291
0.035962,0.019571418767683375,0.003591718755546606,-3.6756268527121385,-0.5027925637680117
0.035963999999999996,0.01956404276625233,0.0035907399040126797,-3.7003611892728134,-0.47607168846077214
0.035966,0.019556617367890078,0.003589814426008751,-3.7250235839799477,-0.4494192673315966
0.035968,0.019549142717545043,0.003588942183382664,-3.749612973096014,-0.42283654306116497
0.035969999999999995,0.01954161896228787,0.0035881230355028944,-3.774128298151645,-0.39632475232333425
0.035972,0.019534046251300813,0.003587356839270634,-3.7985685060245618,-0.36988512571454746
0.035974,0.01952642473586696,0.0035866434491320168,-3.8229325490174517,-0.3435188876841926
0.035976,0.019518754569359306,0.0035859827170904805,-3.8472193849355754,-0.317227256465143
0.035977999999999996,0.019511035907229666,0.003585374492719271,-3.8714279771644033,-0.2910114440041772
0.03598,0.01950326890699745,0.0035848186231740814,-3.8955572947458688,-0.264872655893672
0.035982,0.01949545372823825,0.003584314953205831,-3.9196063124542575,-0.23881209130356104
0.035983999999999995,0.019487590532572336,0.0035838633251735756,-3.943574010872382,-0.21283094291292826
0.035986,0.01947967948365293,0.00358346357905756,-3.967459376465868,-0.18693039684335516
0.035988,0.019471720747154378,0.003583115552472396,-3.9912614016579138,-0.16111163259171862
0.03599,0.01946371449076017,0.0035828190806803813,-4.014979084903041,-0.13537582296387143
0.035991999999999996,0.01945566088415079,0.0035825739966049465,-4.038611430760233,-0.10972413400884723
0.035994,0.019447560098991446,0.003582380130844234,-4.062157449965838,-0.08415772495318001
0.035996,0.019439412308919633,0.0035822373116848076,-4.085616159505273,-0.05867774813632025
0.035997999999999995,0.019431217689532564,0.003582145365115494,-4.108986582684848,-0.03328534894581849
0.036,0.01942297641837447,0.003582104114841346,-4.13226774920231,-0.007981665753672578
0.036002,0.01941468867492373,0.003582113382297741,-4.155458695217241,0.01723217014727941
0.036004,0.019406354640579895,0.0035821729866646005,-4.178558463420629,0.04235503460626477
0.036005999999999996,0.019397974498650543,0.0035822827448807383,-4.201566103103646,0.06738581067680124
0.036008,0.019389548434338006,0.0035824424716583286,-4.224480670226371,0.0923233886789754
0.03601,0.01938107663472598,0.0035826519794975027,-4.247301227485066,0.1171666662604076
0.036011999999999995,0.01937255928876597,0.0035829110787010646,-4.270026844379402,0.14191454845726234
0.036014,0.019363996587263635,0.0035832195773893285,-4.292656597278792,0.16656594775451536
0.036016,0.019355388722864967,0.0035835772815150744,-4.315189569488087,0.19111978414567452
0.036018,0.019346735890042353,0.003583983994878627,-4.337624851312462,0.21557498519182908
0.036019999999999996,0.019338038285080527,0.0035844395191430485,-4.359961540122027,0.23993048608054654
0.036022,0.019329296106062367,0.0035849436538494496,-4.382198740415178,0.2641852296836267
0.036024,0.019320509552854564,0.0035854961964324156,-4.404335563881706,0.2883381666147413
0.036025999999999996,0.019311678827093202,0.0035860969422355474,-4.426371129464905,0.31238825528619885
0.036028,0.01930280413216916,0.0035867456845271152,-4.448304563423408,0.3363344619655594
0.03603,0.019293885673213444,0.003587442214515824,-4.470134999391479,0.3601757608308486
0.036032,0.01928492365708236,0.0035881863213666912,-4.49186157843962,0.38391113402618765
0.036034,0.019275918292342598,0.0035889777922170326,-4.513483449133685,0.4075395717160806
0.036036,0.019266869789256166,0.003589816412192557,-4.534999767593348,0.43106007213918107
0.036038,0.019257778359765235,0.0035907019644235683,-4.55640969755019,0.45447164166180787
0.036039999999999996,0.01924864421747685,0.0035916342300612736,-4.577712410404893,0.47777329483069464
0.036042,0.01923946757764755,0.0035926129882941963,-4.598907085283407,0.5009640544248477
0.036044,0.01923024865716784,0.003593638016364691,-4.619992909092567,0.5240429515069902
0.036046,0.019220987674546587,0.0035947090895855644,-4.640969076574947,0.5470090254743701
0.036048,0.0192116848498953,0.0035958259813567914,-4.661834790362917,0.5698613241089089
0.03605,0.01920234040491229,0.003596988463182337,-4.682589261031898,0.5925989036266905
0.036052,0.01919295456286672,0.003598196304687071,-4.703231707152846,0.6152208287267902
0.036053999999999996,0.019183527548582588,0.0035994492736337843,-4.7237613553439,0.6377261726394394
0.036056,0.01917405958842256,0.003600747135940298,-4.744177440321258,0.660114017173526
0.036058,0.019164550910271732,0.0036020896556966677,-4.764479204949244,0.6823834527634313
0.03606,0.01915500174352128,0.0036034765951824814,-4.784665900289562,0.7045335785151963
0.036062,0.01914541231905202,0.003604907714884247,-4.804736785649749,0.7265635022520204
0.036064,0.01913578286921788,0.0036063827735128722,-4.824691128630786,0.7484723405590603
0.036066,0.019126113627829237,0.003607901528021234,-4.844528205173662,0.7702592188273147
0.036067999999999996,0.019116404830136217,0.0036094637336218315,-4.864247299605402,0.7919232712971213
0.03607,0.019106656712811875,0.0036110691438045292,-4.883847704684341,0.8134636411010289
0.036072,0.019096869513935275,0.0036127175103543834,-4.903328721644221,0.8348794803056322
0.036073999999999995,0.0190870434729745,0.0036144085833695497,-4.922689660237293,0.8561699499525804
0.036076,0.019077178830769582,0.0036161421112792763,-4.941929838777348,0.8773342200996036
0.036078,0.019067275829515323,0.003617917840861975,-4.961048584180935,0.8983714698599164
0.03608,0.019057334712744064,0.0036197355172633717,-4.980045232008219,0.9192808874413828
0.036081999999999996,0.019047355725308343,0.003621594884014734,-4.998919126503057,0.9400616701850242
0.036084,0.019037339113363503,0.0036234956830511742,-5.017669620631748,0.9607130246023815
0.036086,0.01902728512435019,0.0036254376547300293,-5.036296076121384,0.9812341664125734
0.036087999999999995,0.019017194006976813,0.003627420537849311,-5.054797863496824,1.001624320578171
0.03609,0.0190070660112019,0.0036294440696662284,-5.073174362117158,1.0218827213406583
0.036092,0.0189969013882164,0.0036315079859157813,-5.091424960211315,1.0420086122551981
0.036094,0.0189867003904259,0.00363361202082942,-5.109549054912052,1.0620012462239394
0.036095999999999996,0.018976463271432802,0.0036357559071537736,-5.127546052290013,1.0818598855294985
0.036098,0.018966190286018394,0.003637939376169443,-5.145415367386386,1.101583801867209
0.0361,0.01895588169012489,0.0036401621577098584,-5.163156424244239,1.1211722763761869
0.036101999999999995,0.01894553774083738,0.0036424239801801967,-5.1807686559398025,1.1406245996704816
0.036104,0.018935158696365754,0.003644724570576363,-5.198251504612135,1.1599400718687507
0.036106,0.018924744816026535,0.0036470636545040264,-5.2156044214920305,1.1791180026233217
0.036108,0.018914296360224667,0.0036494409561977194,-5.23282686693034,1.1981577111488058
0.036109999999999996,0.01890381359043526,0.0036518561985399867,-5.249918310424449,1.217058526249021
0.036112,0.018893296769185247,0.003654309103080593,-5.266878230645143,1.235819786344422
0.036114,0.01888274616003504,0.0036567993900557794,-5.283706115460979,1.254440839497211
0.036115999999999995,0.01887216202756008,0.003659326778407577,-5.300401461963234,1.2729210434371272
0.036118,0.018861544637332407,0.0036618909858031614,-5.316963776488465,1.2912597655850229
0.03612,0.018850894255902098,0.00366449172865426,-5.333392574641426,1.309456383076914
0.036122,0.018840211150778753,0.0036671287221366066,-5.349687381315689,1.3275102827858893
0.036123999999999996,0.018829495590412873,0.0036698016802094364,-5.3658477307147745,1.3454208613446577
0.036126,0.018818747844177225,0.003672510315635025,-5.381873166370554,1.3631875251655183
0.036128,0.01880796818234817,0.003675254339998271,-5.3977632411626635,1.3808096904614653
0.036129999999999995,0.018797156876086952,0.0036780334637263132,-5.413517517334953,1.398286783264495
0.036132,0.018786314197420943,0.0036808473961081893,-5.4291355665125245,1.415618239444598
0.036134,0.018775440419224874,0.00368369584531453,-5.444616969716929,1.4328035047270855
0.036136,0.018764535815202026,0.0036865785184172837,-5.459961317380398,1.4498420347090721
0.036137999999999997,0.018753600659865397,0.0036894951214094802,-5.475168209359857,1.4667332948758725
0.03614,0.018742635228518822,0.003692445359225018,-5.490237254948609,1.4834767606152135
0.036142,0.018731639797238124,0.0036954289357584865,-5.505168072888226,1.5000719172317836
0.036143999999999996,0.018720614642852167,0.0036984455538850124,-5.519960291379132,1.516518259960608
0.036146,0.01870956004292396,0.003701494915480132,-5.534613548089421,1.5328152939788047
0.036148,0.018698476275731696,0.0037045767214396873,-5.54912749016377,1.548962534417544
0.03615,0.018687363620249798,0.0037076906716997466,-5.563501774230931,1.5649595063727488
0.036152,0.018676222356129944,0.003710836465256541,-5.57773606640969,1.5808057449143722
0.036154,0.018665052763682077,0.0037140138001864244,-5.591830042314448,1.5965007950954346
0.036156,0.018653855123855406,0.003717222373665846,-5.605783387059762,1.6120442119601552
0.036157999999999996,0.01864262971821942,0.00372046188199134,-5.6195957952636375,1.6274355605509616
0.03616,0.018631376828944852,0.0037237320205995286,-5.6332669710496175,1.64267441591442
0.036162,0.0186200967387847,0.003727032484087136,-5.646796628048341,1.657760363106771
0.036164,0.01860878973105518,0.003730362966231013,-5.660184489397825,1.6726929971983022
0.036166,0.01859745608961673,0.003733723160008167,-5.673430287742847,1.6874719232769613
0.036168,0.018586096098854987,0.0037371127576158007,-5.686533765232961,1.7020967564507263
0.03617,0.018574710043661794,0.0037405314504913552,-5.699494673519742,1.7165671218493137
0.036171999999999996,0.018563298209416185,0.0037439789293325534,-5.712312773753249,1.7308826546252403
0.036174,0.018551860881965403,0.0037474548841174462,-5.724987836577049,1.7450429999535622
0.036176,0.01854039834760592,0.0037509590041244563,-5.737519642122534,1.7590478130310339
0.036178,0.018528910893064448,0.00375449097795242,-5.749907980001866,1.7728967590740046
0.03618,0.018517398805479014,0.0037580504935406226,-5.762152649300228,1.786589513315748
0.036182,0.018505862372380007,0.003761637238188832,-5.774253458566834,1.8001257610026589
0.036184,0.018494301881671255,0.003765250898577317,-5.786210225805103,1.8135051973897403
0.036185999999999996,0.01848271762161114,0.0037688911607868616,-5.798022778461704,1.8267275277350636
0.036188,0.018471109880793715,0.003772557710318762,-5.80969095341458,1.8397924672933275
0.03619,0.018459478948129854,0.0037762502321148166,-5.821214596959962,1.8526997413085247
0.036191999999999995,0.01844782511282843,0.003779968410577294,-5.832593564798343,1.8654490850056678
0.036194,0.018436148664377535,0.003783711929588886,-5.843827722019518,1.8780402435816883
0.036196,0.018424449892525688,0.0037874804725326417,-5.854916943086476,1.8904729721953186
0.036198,0.018412729087263133,0.0037912737223118813,-5.865861111818366,1.9027470359561203
0.036199999999999996,0.01840098653880314,0.003795091361370086,-5.876660121372426,1.91486220991261
0.036202,0.018389222537563317,0.003798933071710762,-5.887313874224918,1.9268182790394774
0.036204,0.01837743737414705,0.0038027985349172793,-5.897822282151042,1.9386150382238891
0.036205999999999995,0.018365631339324867,0.0038066874321726835,-5.908185266203825,1.9502522922508647
0.036208,0.018353804724015946,0.003810599444279476,-5.918402756692011,1.961729855787763
0.03621,0.018341957819269596,0.003814534251679362,-5.928474693156959,1.973047553367863
0.036212,0.018330090916246843,0.003818491534472964,-5.93840102434854,1.984205219373036
0.036213999999999996,0.018318204306202023,0.0038224709724395036,-5.948181708200022,1.9952026980155162
0.036216,0.018306298280464435,0.0038264722450564405,-5.957816711801978,2.0060398433187703
0.036218,0.018294373130420066,0.0038304950315190774,-5.967306011375185,2.016716519097458
0.036219999999999995,0.018282429147493357,0.003834539010760121,-5.976649592242535,2.027232598936491
0.036222,0.018270466623129023,0.003838603861469198,-5.9858474487999755,2.037587966169209
0.036224,0.01825848584877393,0.0038426892621123347,-5.99489958448648,2.0477825138546604
0.036226,0.018246487115859064,0.00384679489095138,-6.003806011753016,2.0578161447539918
0.036227999999999996,0.018234470715781513,0.0038509204260633884,-6.012566752030523,2.067688771305896
0.03623,0.01822243693988655,0.003855065545359949,-6.021181835696947,2.0774003156012197
0.036232,0.018210386079449775,0.003859229926606462,-6.029651302043352,2.086950709356722
0.036233999999999995,0.01819831842565932,0.0038634132474413673,-6.0379751992390105,2.096339893887873
0.036236,0.01818623426959813,0.00386761518539531,-6.046153584295528,2.105567820080792
0.036238,0.018174133902226313,0.0038718354179102547,-6.0541865230301175,2.114634448363373
0.03624,0.018162017614363566,0.003876073622358541,-6.062074090027818,2.1235397486754484
0.036241999999999996,0.018149885696671683,0.003880329476061873,-6.069816368602793,2.132283700438095
0.036244,0.018137738439637136,0.003884602656310255,-6.077413450758723,2.1408662925220985
0.036246,0.018125576133553725,0.003888892840380854,-6.0848654371482604,2.149287523215548
0.036247999999999996,0.01811339906850533,0.0038931997055568057,-6.092172437031513,2.1575474001905186
0.03625,0.01810120753434874,0.0038975229291459447,-6.099334568233767,2.165645940469054
0.036252,0.018089001820696567,0.0039018621884994715,-6.106351957102171,2.1735831703881776
0.036254,0.018076782216900237,0.003906217161030548,-6.113224738461603,2.181359125564129
0.036256,0.01806454901203309,0.003910587524232816,-6.119953055569455,2.1889738508555836
0.036258,0.01805230249487355,0.003914972955698849,-6.126537060069657,2.1964274003261632
0.03626,0.018040042953888412,0.00391937313313852,-6.132976911945776,2.2037198372060636
0.036261999999999996,0.0180277706772162,0.003923787734397297,-6.13927277947328,2.2108512338529063
0.036264,0.018015485952650626,0.0039282164374744594,-6.145424839171088,2.2178216717119077
0.036266,0.01800318906762417,0.003932658920541232,-6.151433275752107,2.224631241275099
0.036268,0.017990880309191735,0.003937114861958834,-6.15729828207274,2.231280042039534
0.03627,0.0179785599640144,0.003941583940296452,-6.16302005908164,2.237768182464815
0.036272,0.01796622831834331,0.003946065834349118,-6.168598815767697,2.2440957799298533
0.036274,0.017953885658003623,0.003950560223155505,-6.1740347691074176,2.2502629606890836
0.036275999999999996,0.0179415322683786,0.003955066786015637,-6.179328144011364,2.256269859827753
0.036278,0.0179291684343938,0.003959585202508501,-6.184479173269413,2.2621166212160757
0.03628,0.017916794440501364,0.003964115152509569,-6.1894880974953566,2.267803397462748
0.036282,0.017904410570664425,0.0039686563162082324,-6.194355165070873,2.2733303498678614
0.036284,0.017892017108341627,0.003973208374125137,-6.199080632089038,2.278697648375383
0.036286,0.01787961433647177,0.003977771007129418,-6.203664762296635,2.2839054715244425
0.036288,0.017867202537458545,0.003982343896455849,-6.208107827035361,2.288954006399564
0.036289999999999996,0.017854781993155436,0.003986926723721869,-6.212410105182606,2.2938434485804553
0.036292,0.017842352984850655,0.003991519170944538,-6.216571883091953,2.298574002091552
0.036294,0.017829915793252295,0.003996120920557365,-6.220593454532725,2.3031458793506077
0.036295999999999995,0.01781747069847355,0.004000731655427046,-6.2244751206281,2.3075593011158797
0.036298,0.01780501798001805,0.004005351058870089,-6.2282171897928595,2.311814496432938
0.0363,0.01779255791676536,0.00400997881466934,-6.231819977671012,2.3159117025813694
0.036302,0.01778009078695659,0.004014614607090391,-6.235283807072632,2.3198511650206823
0.036303999999999996,0.0177676168681801,0.0040192581208978884,-6.238609007909064,2.3236331373345878
0.036306,0.01775513643735739,0.004023909041371729,-6.241795917127849,2.3272578811750146
0.036308,0.017742649770729077,0.0040285670543231305,-6.244844878647831,2.330725666206274
0.036309999999999995,0.017730157143841022,0.0040332318461106095,-6.247756243293194,2.3340367700481526
0.036312,0.017717658831530588,0.004037903103655829,-6.250530368725882,2.337191478217404
0.036314,0.01770515510791303,0.004042580514459333,-6.253167619378137,2.3401900840693277
0.036316,0.017692646246368023,0.004047263766616171,-6.255668366385271,2.343032888739553
0.036317999999999996,0.017680132519526326,0.004051952548831394,-6.258032987516744,2.34572020108415
0.03632,0.017667614199256585,0.004056646550435434,-6.260261867106217,2.3482523376186673
0.036322,0.017655091556652264,0.0040613454613993676,-6.262355395982052,2.350629622457619
0.036323999999999995,0.01764256486201873,0.004066048972350049,-6.264313971397685,2.352852387253783
0.036326,0.01763003438486049,0.004070756774585124,-6.266137996959855,2.354920971135376
0.036328,0.01761750039386853,0.00407546856008792,-6.267827882556719,2.3568357206430717
0.03633,0.01760496315690784,0.004080184021542209,-6.269384044286717,2.358596989667714
0.036331999999999996,0.017592422941005055,0.004084902852346841,-6.270806904386061,2.3602051393866397
0.036334,0.017579880012336277,0.004089624746630256,-6.2720968911547,2.361660538198466
0.036336,0.017567334636214987,0.004094349399264859,-6.27325443888312,2.3629635616586353
0.036337999999999995,0.01755478707708016,0.004099076505881272,-6.274279987779187,2.36411459241498
0.03634,0.017542237598484504,0.0041038057628824485,-6.275173983892762,2.3651140201410197
0.036342,0.01752968646308284,0.004108536867457662,-6.2759368790403425,2.3659622414692567
0.036344,0.017517133932620648,0.004113269517596357,-6.276569130730717,2.3666596599253906
0.036345999999999996,0.017504580267922763,0.004118003412101867,-6.277071202088986,2.367206685860894
0.036348,0.01749202572888222,0.0041227382506049985,-6.277443561779395,2.3676037363843445
0.03635,0.017479470574449242,0.004127473733577477,-6.277686683929224,2.3678512352937435
0.036351999999999995,0.0174669150626204,0.004132209562345259,-6.277801048052526,2.3679496130086184
0.036354,0.017454359450427916,0.004136945439101706,-6.277787138971682,2.367899306499921
0.036356,0.01744180399392911,0.0041416810669206135,-6.27764544673951,2.3677007592203982
0.036358,0.01742924894819605,0.00414641614976911,-6.277376466562284,2.3673544210357944
0.036359999999999996,0.01741669456730528,0.004151150392520411,-6.2769806987207435,2.366860748154004
0.036362,0.017404141104327784,0.0041558835009664315,-6.276458648490687,2.3662202030537434
0.036364,0.017391588811319064,0.004160615181830257,-6.275810826064661,2.3654332544142234
0.036365999999999996,0.017379037939309377,0.004165345142778478,-6.27503774647306,2.3645003770441715
0.036368,0.017366488738294154,0.004170073092433367,-6.274139929503426,2.363422051809006
0.03637,0.01735394145722455,0.004174798740384929,-6.27311789962081,2.3621987655589587
0.036372,0.01734139634399819,0.004179521797202797,-6.271972185888613,2.360831011057619
0.036374,0.017328853645450025,0.004184241974447984,-6.27070332188749,2.359319286908457
0.036376,0.017316313607343408,0.004188958984684488,-6.269311845634347,2.3576640974813676
0.036378,0.017303776474361272,0.004193672541490758,-6.2677982995024255,2.355865952840202
0.036379999999999996,0.017291242490097523,0.004198382359471004,-6.266163230140524,2.3539253686693424
0.036382,0.017278711897048556,0.004203088154266361,-6.2644071883909325,2.3518428661989432
0.036384,0.01726618493660496,0.004207789642565914,-6.2625307292084695,2.3496189721311396
0.036386,0.017253661849043356,0.004212486542117565,-6.260534411579885,2.347254218566547
0.036388,0.017241142873518436,0.004217178571738752,-6.25841879844164,2.3447491429290435
0.03639,0.017228628248055128,0.0042218654513270235,-6.256184456597878,2.342104287890661
0.036392,0.01721611820954096,0.004226546901870463,-6.253831956639335,2.339320201297289
0.036393999999999996,0.01720361299371855,0.004231222645457955,-6.251361872861797,2.336397436093832
0.036396,0.01719111283517829,0.0042358924052893114,-6.248774783183389,2.3333365502481254
0.036398,0.01717861796735118,0.004240555905685244,-6.246071269062686,2.3301381066755353
0.0364,0.017166128622501827,0.004245212872097181,-6.243251915417462,2.3268026731641065
0.036402,0.017153645031721614,0.004249863031116936,-6.240317310542415,2.3233308222985674
0.036404,0.01714116742492202,0.004254506110486227,-6.237268046026605,2.319723131383964
0.036406,0.017128696030828117,0.004259141839106042,-6.234104716671706,2.3159801823699673
0.036407999999999996,0.01711623107697223,0.004263769947045853,-6.230827920410591,2.3121025617754114
0.03641,0.017103772789687752,0.004268390165552674,-6.227438258224902,2.308090860611716
0.036412,0.01709132139410314,0.0042730022270599756,-6.223936334062869,2.3039456743064166
0.036413999999999995,0.017078877114136037,0.004277605865196433,-6.220322754757701,2.299667602627173
0.036416,0.017066440172487617,0.004282200814794539,-6.2165981299462825,2.2952572496059367
0.036418,0.017054010790637033,0.004286786811899051,-6.212763071987074,2.290715223462227
0.03642,0.01704158918883607,0.0042913635937752905,-6.20881819587833,2.2860421365265937
0.036421999999999996,0.01702917558610395,0.00429593089891729,-6.20476411917683,2.28123860516446
0.036424,0.017016770200222273,0.004300488467055786,-6.200601461916956,2.276305249700191
0.036426,0.01700437324773017,0.004305036039166061,-6.196330846529284,2.27124269434055
0.036427999999999995,0.016991984943919576,0.004309573357475628,-6.191952897759324,2.2660515670981782
0.03643,0.01697960550283069,0.004314100165471772,-6.187468242586776,2.260732499715451
0.036432,0.01696723513724758,0.004318616207908933,-6.1828775101452065,2.255286127588631
0.036434,0.01695487405869395,0.0043231212308159316,-6.178181331641637,2.24971308969179
0.036435999999999996,0.0169425224774291,0.004327614981503055,-6.173380340276048,2.2440140285005254
0.036438,0.01693018060244399,0.004332097208568978,-6.168475171161389,2.2381895899160393
0.03644,0.016917848641457504,0.004336567661907546,-6.1634664612439485,2.2322404231894395
0.036441999999999995,0.01690552680091287,0.004341026092714393,-6.158354849224086,2.226167180846266
0.036444,0.016893215285974227,0.0043454722534934185,-6.153140975476967,2.2199705186108747
0.036446,0.01688091430052335,0.004349905898063108,-6.147825481973475,2.213651095330867
0.036448,0.016868624047156538,0.0043543267815626995,-6.142409012201605,2.2072095729018604
0.036449999999999996,0.016856344727181664,0.004358734660458216,-6.1368922110882105,2.200646616192462
0.036452,0.016844076540615375,0.004363129292548327,-6.131275724921175,2.1939628929695147
0.036454,0.016831819686180437,0.004367510436970072,-6.125560201271746,2.1871590738233833
0.036455999999999995,0.01681957436130326,0.004371877854204438,-6.119746288917136,2.1802358320933393
0.036458,0.016807340762111548,0.004376231306081774,-6.113834637763582,2.17319384379327
0.03646,0.01679511908343213,0.004380570555787075,-6.107825898769815,2.1660337875376476
0.036462,0.01678290951878893,0.004384895367865104,-6.101720723870893,2.1587563444677036
0.036463999999999996,0.016770712260401086,0.004389205508225373,-6.095519765902521,2.1513621981779534
0.036466,0.01675852749918122,0.004393500744146977,-6.089223678525655,2.143852034642844
0.036468,0.016746355424733874,0.0043977808442832835,-6.082833116151561,2.1362265421437097
0.036469999999999995,0.016734196225354075,0.004402045578666467,-6.076348733867252,2.128486411195946
0.036472,0.01672205008802606,0.004406294718711907,-6.069771187361428,2.120632334476551
0.036474,0.016709917198422148,0.0044105280372224425,-6.063101132850921,2.1126650067519988
0.036476,0.01669779774090175,0.004414745308392477,-6.0563392270074985,2.104585124806324
0.036478,0.016685691898510546,0.004418946307811938,-6.049486126885285,2.096393387369667
0.03648,0.016673599852979785,0.004423130812470105,-6.042542489848547,2.088090495047028
0.036482,0.016661521784725724,0.004427298600759284,-6.035508973499997,2.0796771502473925
0.036483999999999996,0.016649457872849247,0.004431449452478343,-6.028386235609669,2.071154057113253
0.036486,0.016637408295135585,0.004435583148836115,-6.021174934044203,2.062521921450397
0.036488,0.01662537322805419,0.004439699472454649,-6.013875726696757,2.053781450658152
0.03649,0.016613352846758755,0.004443798207372332,-6.006489271417432,2.0449333536599963
0.036492,0.016601347325087387,0.004447879139046863,-5.999016225944196,2.0359783408345096
0.036494,0.016589356835562872,0.004451942054358098,-5.991457247834431,2.026917123946779
0.036496,0.016577381549393116,0.0044559867416107575,-5.983812994397027,2.0177504160801956
0.036497999999999996,0.016565421636471726,0.004460012990536987,-5.9760841226250365,2.008478931568647
0.0365,0.01655347726537868,0.004464020592298799,-5.968271289128901,1.9991033859291327
0.036502,0.016541548603381175,0.004468009339490369,-5.960375150070296,1.9896244957948341
0.036504,0.01652963581643458,0.004471979026140198,-5.952396361096568,1.9800429788486122
0.036506,0.016517739069183548,0.0044759294477131496,-5.944335577275791,1.9703595537569507
0.036508,0.016505858524963224,0.004479860401112352,-5.936193453032408,1.9605749401043568
0.03651,0.016493994345800594,0.004483771684680968,-5.927970642083525,1.9506898583282213
0.036511999999999996,0.01648214669241597,0.004487663098203834,-5.919667797375825,1.9407050296541533
0.036514,0.016470315724224596,0.004491534442908974,-5.911285571023123,1.930621176031791
0.036516,0.016458501599338368,0.0044953855214689845,-5.902824614244571,1.920439020071099
0.036517999999999995,0.01644670447456769,0.004499216138002288,-5.894285577303508,1.9101592849791535
0.03652,0.016434924505423446,0.00450302609807427,-5.885669109446978,1.8997826944974299
0.036522,0.016423161846119083,0.004506815208698283,-5.876975858845907,1.8893099728395912
0.036524,0.016411416649572845,0.004510583278336525,-5.868206472535949,1.8787418446297899
0.036525999999999996,0.016399689067410076,0.004514330116900808,-5.859361596359037,1.8680790348414917
0.036528,0.016387979249965677,0.0045180555357531875,-5.8504418749055915,1.8573222687368294
0.03653,0.01637628734628667,0.004521759347706485,-5.841447951457416,1.8464722718064581
0.036531999999999995,0.01636461350413486,0.004525441367024682,-5.832380467931293,1.8355297697099575
0.036534,0.01635295786998964,0.0045291014094232,-5.823240064823281,1.824495488216781
0.036536,0.016341320589050877,0.004532739292069063,-5.814027381153756,1.8133701531477817
0.036538,0.016329701805241906,0.0045363548335809415,-5.804743054413082,1.8021544903172122
0.036539999999999996,0.01631810166121266,0.004539947854029079,-5.79538772050804,1.7908492254753212
0.036542,0.016306520298342887,0.00454351817493511,-5.785962013709014,1.7794550842515608
0.036544,0.016294957856745472,0.004547065619271761,-5.7764665665978425,1.767972792098277
0.036545999999999995,0.016283414475269868,0.0045505900114624406,-5.766902010016413,1.7564030742350127
0.036548,0.016271890291505622,0.004554091177380722,-5.757268973016001,1.7447466555933753
0.03655,0.01626038544178601,0.004557568944349706,-5.747568082807347,1.7330042607625034
0.036552,0.016248900061191774,0.004561023141141285,-5.7377999647113915,1.7211766139350235
0.036553999999999996,0.016237434283554928,0.004564453597975301,-5.727965242110867,1.7092644388537155
0.036556,0.016225988241462718,0.004567860146518581,-5.718064536402521,1.6972684587586517
0.036558,0.016214562066261606,0.004571242619883895,-5.708098466950237,1.685189396335083
0.036559999999999995,0.016203155888061403,0.004574600852628782,-5.698067651038748,1.6730279736617522
0.036562,0.016191769835739462,0.004577934680754292,-5.6879727038282235,1.6607849121599416
0.036564,0.01618040403694498,0.004581243941703619,-5.677814238309444,1.6484609325429542
0.036566,0.016169058618103378,0.004584528474360635,-5.667592865259834,1.6360567547662956
0.036567999999999996,0.016157733704420765,0.004587788119048325,-5.657309193200349,1.6235730979785656
0.03657,0.01614642941988851,0.004591022717527124,-5.646963828352957,1.6110106804727935
0.036572,0.016135145887287858,0.004594232112993159,-5.63655737459899,1.5983702196384808
0.036573999999999995,0.016123883228194677,0.004597416150076396,-5.626090433438083,1.585652431914119
0.036576,0.016112641562984246,0.0046005746748386854,-5.6155636039480505,1.5728580327404509
0.036578,0.016101421010836142,0.004603707534771727,-5.604977482745513,1.5599877365143737
0.03658,0.016090221689739198,0.004606814578794931,-5.594332663947246,1.5470422565434014
